cve_id,year,cwe,cvss_v3,cvss_v3_severity,cvss_v2,cvss_source,threat_ids,overlap_flag
CVE-2020-6100,2020,CWE-787,9.9,CRITICAL,6.5,v3.1,P-01,false
CVE-2020-2243,2020,CWE-79,5.4,MEDIUM,3.5,v3.1,P-01,false
CVE-2020-24045,2020,CWE-345,7.2,HIGH,9.0,v3.1,P-01,false
CVE-2021-3653,2021,CWE-862,8.8,HIGH,6.1,v3.1,P-01,false
CVE-2014-8891,2015,NVD-CWE-noinfo,,,10.0,v2_only,P-01,false
CVE-2018-1185,2018,CWE-78,6.7,MEDIUM,7.2,v3.1,P-01,false
CVE-2018-12223,2019,CWE-732,6.3,MEDIUM,4.6,v3.0,P-01,false
CVE-2021-44078,2021,CWE-697,8.1,HIGH,6.9,v3.1,P-01,false
CVE-2012-3515,2012,CWE-20,,,7.2,v2_only,P-01,false
CVE-2019-18389,2019,CWE-787,7.8,HIGH,4.6,v3.1,P-01,false
CVE-2021-24980,2021,CWE-79,6.1,MEDIUM,4.3,v3.1,P-01,false
CVE-2014-3608,2014,CWE-399,,,2.7,v2_only,P-02,false
CVE-2016-4924,2017,CWE-275,8.4,HIGH,1.7,v3.0,P-02,false
CVE-2019-1919,2019,CWE-798,8.4,HIGH,7.2,v3.0,P-02|P-04,true
CVE-2020-15229,2020,CWE-22,8.2,HIGH,5.8,v3.1,P-02,false
CVE-2019-5587,2019,CWE-345,6.5,MEDIUM,4.0,v3.1,P-02,false
CVE-2020-2025,2020,CWE-284,8.8,HIGH,4.6,v3.1,P-02,false
CVE-2012-2186,2012,NVD-CWE-Other,,,9.0,v2_only,P-02,false
CVE-2020-11483,2020,CWE-798,9.8,CRITICAL,7.5,v3.1,P-02,false
CVE-2020-11484,2020,NVD-CWE-noinfo,4.9,MEDIUM,4.0,v3.1,P-02,false
CVE-2020-11485,2020,CWE-352,8.8,HIGH,6.8,v3.1,P-02,false
CVE-2020-11486,2020,CWE-434,9.8,CRITICAL,7.5,v3.1,P-02,false
CVE-2020-11487,2020,CWE-798,7.5,HIGH,5.0,v3.1,P-02,false
CVE-2020-11488,2020,CWE-347,6.7,MEDIUM,4.6,v3.1,P-02,false
CVE-2020-11489,2020,CWE-1188,7.5,HIGH,5.0,v3.1,P-02,false
CVE-2020-11615,2020,CWE-798,7.5,HIGH,5.0,v3.1,P-02,false
CVE-2020-11616,2020,CWE-338,7.5,HIGH,5.0,v3.1,P-02,false
CVE-2021-35312,2021,CWE-276,7.8,HIGH,7.2,v3.1,P-02,false
CVE-2021-31844,2021,CWE-120,8.2,HIGH,4.6,v3.1,P-02,false
CVE-2021-31845,2021,CWE-120,8.4,HIGH,6.0,v3.1,P-02,false
CVE-2015-2877,2017,CWE-200,3.3,LOW,2.1,v3.1,P-03,false
CVE-2018-10846,2018,CWE-385,5.6,MEDIUM,1.9,v3.1,P-03|P-08,true
CVE-2010-1138,2010,CWE-200,,,5.0,v2_only,P-04,false
CVE-2010-2981,2010,NVD-CWE-Other,,,7.1,v2_only,P-04,false
CVE-2013-1208,2013,CWE-310,,,5.8,v2_only,P-04,false
CVE-2012-4115,2013,CWE-310,,,5.8,v2_only,P-04,false
CVE-2014-2625,2014,CWE-22,,,8.5,v2_only,P-04,false
CVE-2014-2626,2014,CWE-22,,,9.4,v2_only,P-04,false
CVE-2015-2121,2015,CWE-200,,,7.8,v2_only,P-04,false
CVE-2015-7295,2015,CWE-119,,,5.0,v2_only,P-04,false
CVE-2015-6421,2016,CWE-399,7.5,HIGH,7.8,v3.0,P-04,false
CVE-2016-1388,2016,CWE-77,9.8,CRITICAL,7.5,v3.0,P-04,false
CVE-2016-1443,2016,CWE-254,8.1,HIGH,6.8,v3.1,P-04,false
CVE-2016-5023,2016,CWE-284,7.5,HIGH,5.0,v3.0,P-04,false
CVE-2016-5022,2016,CWE-284,9.8,CRITICAL,7.5,v3.0,P-04|P-21,true
CVE-2016-9209,2016,CWE-254,4.3,MEDIUM,4.3,v3.0,P-04,false
CVE-2016-5024,2017,CWE-20,5.9,MEDIUM,4.3,v3.0,P-04,false
CVE-2016-5545,2017,CWE-254,6.3,MEDIUM,6.8,v3.0,P-04,false
CVE-2017-3316,2017,CWE-20,8.4,HIGH,6.0,v3.0,P-04,false
CVE-2016-7468,2017,CWE-284,5.9,MEDIUM,4.3,v3.0,P-04,false
CVE-2016-6368,2017,CWE-399,8.6,HIGH,5.0,v3.0,P-04,false
CVE-2017-3510,2017,NVD-CWE-noinfo,9.6,CRITICAL,5.5,v3.0,P-04,false
CVE-2017-3516,2017,NVD-CWE-noinfo,7.7,HIGH,6.8,v3.0,P-04,false
CVE-2017-6639,2017,CWE-16,9.8,CRITICAL,10.0,v3.0,P-04,false
CVE-2017-6640,2017,CWE-264,9.8,CRITICAL,10.0,v3.0,P-04,false
CVE-2017-6694,2017,CWE-522,5.5,MEDIUM,2.1,v3.0,P-04,false
CVE-2017-6678,2017,CWE-399,7.5,HIGH,7.8,v3.0,P-04,false
CVE-2017-6710,2017,CWE-78,8.1,HIGH,8.5,v3.0,P-04,false
CVE-2017-12244,2017,CWE-20,8.6,HIGH,5.0,v3.0,P-04,false
CVE-2017-10369,2017,NVD-CWE-noinfo,7.5,HIGH,6.0,v3.0,P-04,false
CVE-2017-12262,2017,CWE-284,8.8,HIGH,5.8,v3.0,P-04,false
CVE-2015-7501,2017,CWE-502,9.8,CRITICAL,10.0,v3.0,P-04,false
CVE-2018-0102,2018,CWE-399,7.4,HIGH,6.1,v3.0,P-04,false
CVE-2018-0117,2018,CWE-20,8.6,HIGH,7.8,v3.0,P-04,false
CVE-2017-12319,2018,CWE-20,5.9,MEDIUM,7.1,v3.1,P-04,false
CVE-2018-0227,2018,CWE-295,7.5,HIGH,5.0,v3.1,P-04,false
CVE-2018-0233,2018,CWE-400,8.6,HIGH,7.8,v3.0,P-04,false
CVE-2018-0239,2018,CWE-20,7.5,HIGH,5.0,v3.1,P-04,false
CVE-2018-10596,2018,CWE-923,7.1,HIGH,5.2,v3.1,P-04,false
CVE-2018-2932,2018,NVD-CWE-noinfo,7.1,HIGH,5.1,v3.0,P-04,false
CVE-2018-0045,2018,CWE-20,8.8,HIGH,5.8,v3.0,P-04,false
CVE-2018-3253,2018,NVD-CWE-noinfo,8.5,HIGH,6.0,v3.0,P-04,false
CVE-2018-3294,2018,NVD-CWE-noinfo,9.0,CRITICAL,6.0,v3.0,P-04,false
CVE-2019-5892,2019,CWE-436,6.5,MEDIUM,4.0,v3.0,P-04,false
CVE-2019-2511,2019,NVD-CWE-noinfo,7.5,HIGH,7.8,v3.0,P-04,false
CVE-2019-1895,2019,CWE-306,9.8,CRITICAL,7.5,v3.1,P-04,false
CVE-2019-0714,2019,CWE-20,5.8,MEDIUM,5.5,v3.1,P-04,false
CVE-2019-0715,2019,CWE-20,5.8,MEDIUM,5.5,v3.1,P-04,false
CVE-2019-0717,2019,CWE-20,5.8,MEDIUM,5.5,v3.1,P-04,false
CVE-2019-0718,2019,CWE-20,5.8,MEDIUM,5.5,v3.1,P-04,false
CVE-2019-0723,2019,CWE-20,5.8,MEDIUM,5.5,v3.1,P-04,false
CVE-2019-12623,2019,CWE-538,4.3,MEDIUM,4.0,v3.0,P-04,false
CVE-2019-1984,2019,CWE-20,6.5,MEDIUM,5.5,v3.0,P-04,false
CVE-2009-3552,2019,CWE-295,3.1,LOW,2.9,v3.1,P-04,false
CVE-2019-5541,2019,CWE-787,9.1,CRITICAL,6.5,v3.1,P-04,false
CVE-2020-3165,2020,CWE-798,8.2,HIGH,4.3,v3.1,P-04,false
CVE-2020-1614,2020,CWE-798,10.0,CRITICAL,9.3,v3.1,P-04,false
CVE-2020-1616,2020,CWE-307,5.3,MEDIUM,5.0,v3.1,P-04,false
CVE-2020-2959,2020,NVD-CWE-noinfo,8.6,HIGH,5.0,v3.1,P-04,false
CVE-2020-5888,2020,NVD-CWE-noinfo,8.1,HIGH,3.3,v3.1,P-04,false
CVE-2020-3222,2020,CWE-17,4.3,MEDIUM,3.3,v3.1,P-04,false
CVE-2020-16894,2020,NVD-CWE-noinfo,7.7,HIGH,6.8,v3.1,P-04,false
CVE-2020-16995,2020,NVD-CWE-noinfo,7.8,HIGH,7.2,v3.1,P-04,false
CVE-2020-10291,2020,CWE-200,7.5,HIGH,5.0,v3.1,P-04,false
CVE-2020-26278,2021,CWE-250,5.8,MEDIUM,7.9,v3.1,P-04,false
CVE-2021-0244,2021,CWE-362,7.4,HIGH,4.3,v3.1,P-04,false
CVE-2021-0254,2021,CWE-131,9.8,CRITICAL,7.5,v3.1,P-04,false
CVE-2021-2177,2021,NVD-CWE-noinfo,10.0,CRITICAL,7.5,v3.1,P-04,false
CVE-2021-2221,2021,NVD-CWE-noinfo,9.6,CRITICAL,6.8,v3.1,P-04,false
CVE-2021-2248,2021,NVD-CWE-noinfo,10.0,CRITICAL,7.5,v3.1,P-04,false
CVE-2021-2279,2021,NVD-CWE-noinfo,8.1,HIGH,6.8,v3.1,P-04,false
CVE-2021-2446,2021,NVD-CWE-noinfo,9.6,CRITICAL,6.8,v3.1,P-04,false
CVE-2021-2447,2021,NVD-CWE-noinfo,9.9,CRITICAL,6.5,v3.1,P-04,false
CVE-2021-1523,2021,CWE-772,8.6,HIGH,5.0,v3.1,P-04,false
CVE-2021-35649,2021,NVD-CWE-noinfo,5.4,MEDIUM,5.5,v3.1,P-04,false
CVE-2021-35650,2021,NVD-CWE-noinfo,4.6,MEDIUM,4.9,v3.1,P-04,false
CVE-2021-4024,2021,CWE-200,6.5,MEDIUM,6.4,v3.1,P-04,false
CVE-2018-7071,2018,CWE-200,4.3,MEDIUM,4.0,v3.0,P-04,false
CVE-2010-0730,2010,CWE-20,,,2.6,v2_only,P-06,false
CVE-2010-0428,2010,CWE-20,,,6.6,v2_only,P-06,false
CVE-2010-0429,2010,CWE-264,,,6.6,v2_only,P-06,false
CVE-2010-0431,2010,CWE-20,,,6.6,v2_only,P-06,false
CVE-2010-0435,2010,NVD-CWE-Other,,,4.6,v2_only,P-06,false
CVE-2010-2784,2010,CWE-264,,,6.6,v2_only,P-06,false
CVE-2010-2653,2010,CWE-362,,,6.9,v2_only,P-06,false
CVE-2011-1576,2011,CWE-119,,,5.7,v2_only,P-06,false
CVE-2012-4539,2012,CWE-399,,,2.1,v2_only,P-06,false
CVE-2012-3498,2012,CWE-20,,,5.6,v2_only,P-06,false
CVE-2012-3516,2012,CWE-264,,,6.9,v2_only,P-06,false
CVE-2012-5513,2012,CWE-20,,,6.9,v2_only,P-06,false
CVE-2013-0154,2013,NVD-CWE-noinfo,,,1.9,v2_only,P-06,false
CVE-2013-1432,2013,CWE-399,,,7.4,v2_only,P-06,false
CVE-2013-2077,2013,CWE-264,,,5.2,v2_only,P-06,false
CVE-2013-2212,2013,CWE-119,,,5.7,v2_only,P-06,false
CVE-2013-4356,2013,CWE-264,,,5.4,v2_only,P-06,false
CVE-2011-2519,2013,CWE-476,,,5.5,v2_only,P-06,false
CVE-2014-1642,2014,CWE-399,,,4.4,v2_only,P-06,false
CVE-2014-1895,2014,CWE-189,,,5.8,v2_only,P-06,false
CVE-2014-7188,2014,CWE-399,,,8.3,v2_only,P-06,false
CVE-2014-8866,2014,CWE-17,,,4.7,v2_only,P-06,false
CVE-2014-8867,2014,CWE-17,,,4.9,v2_only,P-06,false
CVE-2015-1138,2015,CWE-20,,,4.9,v2_only,P-06,false
CVE-2015-7813,2015,CWE-399,,,2.1,v2_only,P-06,false
CVE-2015-7971,2015,CWE-19,,,2.1,v2_only,P-06,false
CVE-2015-8338,2015,CWE-254,,,7.2,v2_only,P-06,false
CVE-2016-1570,2016,CWE-20,8.5,HIGH,6.9,v3.0,P-06,false
CVE-2016-1571,2016,CWE-17,6.3,MEDIUM,4.7,v3.0,P-06,false
CVE-2016-1465,2016,CWE-399,6.5,MEDIUM,6.1,v3.0,P-06,false
CVE-2016-9383,2017,CWE-20,8.8,HIGH,7.2,v3.0,P-06,false
CVE-2017-1000252,2017,CWE-20,5.5,MEDIUM,2.1,v3.0,P-06,false
CVE-2017-15595,2017,CWE-400,8.8,HIGH,7.2,v3.0,P-06,false
CVE-2017-15597,2017,CWE-119,9.1,CRITICAL,9.0,v3.0,P-06,false
CVE-2017-17051,2017,CWE-400,8.6,HIGH,4.0,v3.0,P-06,false
CVE-2018-7542,2018,CWE-476,6.5,MEDIUM,4.9,v3.0,P-06,false
CVE-2018-10471,2018,CWE-787,6.5,MEDIUM,4.9,v3.0,P-06,false
CVE-2018-10982,2018,NVD-CWE-noinfo,8.8,HIGH,7.2,v3.0,P-06,false
CVE-2018-18021,2018,CWE-20,7.1,HIGH,3.6,v3.0,P-06,false
CVE-2019-14821,2019,CWE-787,8.8,HIGH,7.2,v3.1,P-06,false
CVE-2019-18420,2019,CWE-134,6.5,MEDIUM,6.3,v3.1,P-06,false
CVE-2019-18423,2019,CWE-193,8.8,HIGH,8.5,v3.1,P-06,false
CVE-2019-19578,2019,CWE-682,8.8,HIGH,7.2,v3.1,P-06,false
CVE-2019-19581,2019,CWE-119,6.5,MEDIUM,2.1,v3.1,P-06,false
CVE-2019-19582,2019,CWE-835,6.5,MEDIUM,2.1,v3.1,P-06,false
CVE-2019-19332,2020,CWE-787,6.1,MEDIUM,5.6,v3.1,P-06,false
CVE-2020-11739,2020,CWE-362,7.8,HIGH,6.9,v3.1,P-06,false
CVE-2020-3968,2020,CWE-787,8.2,HIGH,4.6,v3.1,P-06,false
CVE-2020-15563,2020,CWE-119,6.5,MEDIUM,4.7,v3.1,P-06,false
CVE-2020-15564,2020,CWE-119,6.5,MEDIUM,4.9,v3.1,P-06,false
CVE-2020-15567,2020,CWE-362,7.8,HIGH,4.4,v3.1,P-06|P-07,true
CVE-2020-15687,2020,NVD-CWE-Other,7.5,HIGH,5.0,v3.1,P-06,false
CVE-2020-25603,2020,CWE-670,7.8,HIGH,4.6,v3.1,P-06,false
CVE-2020-25604,2020,CWE-362,4.7,MEDIUM,1.9,v3.1,P-06,false
CVE-2012-4537,2012,CWE-16,,,2.1,v2_only,P-06,false
CVE-2020-25598,2020,CWE-670,5.5,MEDIUM,2.1,v3.1,P-06,false
CVE-2020-29483,2020,CWE-416,6.5,MEDIUM,4.9,v3.1,P-06,false
CVE-2021-28687,2021,CWE-909,5.5,MEDIUM,4.9,v3.1,P-06,false
CVE-2020-3995,2020,CWE-401,5.3,MEDIUM,3.5,v3.1,P-06,false
CVE-2016-0181,2016,CWE-254,5.5,MEDIUM,2.1,v3.0,P-07,false
CVE-2017-12223,2017,CWE-20,6.4,MEDIUM,6.9,v3.0,P-07,false
CVE-2016-6489,2017,CWE-203,7.5,HIGH,5.0,v3.1,P-08,false
CVE-2017-14737,2017,NVD-CWE-noinfo,5.5,MEDIUM,2.1,v3.1,P-08,false
CVE-2018-0737,2018,CWE-327,5.9,MEDIUM,4.3,v3.0,P-08,false
CVE-2019-9494,2019,CWE-208,5.9,MEDIUM,4.3,v3.1,P-08,false
CVE-2018-12404,2019,NVD-CWE-noinfo,5.9,MEDIUM,4.3,v3.0,P-08,false
CVE-2019-9495,2019,CWE-524,3.7,LOW,4.3,v3.1,P-08,false
CVE-2019-13377,2019,CWE-203,5.9,MEDIUM,4.3,v3.1,P-08,false
CVE-2015-0837,2019,CWE-203,5.9,MEDIUM,4.3,v3.1,P-08,false
CVE-2016-8745,2017,CWE-388,7.5,HIGH,5.0,v3.0,P-09,false
CVE-2018-16948,2018,CWE-200,7.5,HIGH,5.0,v3.0,P-09,false
CVE-2018-12400,2019,CWE-200,5.3,MEDIUM,5.0,v3.0,P-09,false
CVE-2020-1870,2020,CWE-772,7.5,HIGH,5.0,v3.1,P-09|P-21|P-22,true
CVE-2014-0644,2014,CWE-200,,,7.8,v2_only,P-10,false
CVE-2014-8474,2014,NVD-CWE-Other,,,7.5,v2_only,P-10|P-21,true
CVE-2017-8040,2017,CWE-611,6.5,MEDIUM,4.0,v3.1,P-10|P-17,true
CVE-2018-0101,2018,CWE-415,10.0,CRITICAL,10.0,v3.0,P-10,false
CVE-2018-8940,2019,CWE-611,9.8,CRITICAL,7.5,v3.0,P-10,false
CVE-2015-1809,2020,CWE-611,7.5,HIGH,5.0,v3.1,P-10,false
CVE-2015-1811,2020,CWE-611,7.5,HIGH,5.0,v3.1,P-10,false
CVE-2021-20482,2021,CWE-611,7.1,HIGH,5.5,v3.1,P-10|P-20,true
CVE-2010-4472,2011,NVD-CWE-noinfo,,,2.6,v2_only,P-10,false
CVE-2011-1425,2011,CWE-264,,,5.1,v2_only,P-10,false
CVE-2011-2516,2011,CWE-189,,,5.0,v2_only,P-10,false
CVE-2012-4063,2012,CWE-264,,,5.0,v2_only,P-10,false
CVE-2012-3314,2012,CWE-20,,,5.8,v2_only,P-10,false
CVE-2013-2279,2013,CWE-20,,,7.5,v2_only,P-10,false
CVE-2013-1336,2013,CWE-20,,,5.0,v2_only,P-10,false
CVE-2013-2461,2013,NVD-CWE-noinfo,,,7.5,v2_only,P-10,false
CVE-2013-2153,2013,CWE-310,,,4.3,v2_only,P-10,false
CVE-2013-2154,2013,CWE-119,,,7.5,v2_only,P-10,false
CVE-2013-2155,2013,CWE-20,,,5.8,v2_only,P-10,false
CVE-2013-2172,2013,CWE-310,,,4.3,v2_only,P-10,false
CVE-2013-2210,2013,CWE-119,,,7.5,v2_only,P-10,false
CVE-2013-4053,2013,CWE-20,,,6.8,v2_only,P-10,false
CVE-2013-4517,2014,CWE-399,,,4.3,v2_only,P-10,false
CVE-2014-8152,2015,CWE-254,,,5.0,v2_only,P-10,false
CVE-2016-0132,2016,CWE-20,9.8,CRITICAL,10.0,v3.0,P-10,false
CVE-2016-5697,2017,CWE-91,7.5,HIGH,5.0,v3.0,P-10,false
CVE-2015-3931,2017,CWE-91,7.8,HIGH,6.8,v3.0,P-10,false
CVE-2015-3932,2017,CWE-91,7.8,HIGH,6.8,v3.0,P-10,false
CVE-2017-12874,2017,CWE-20,7.5,HIGH,5.0,v3.0,P-10,false
CVE-2017-1000452,2018,CWE-91,7.5,HIGH,6.0,v3.0,P-10,false
CVE-2018-0486,2018,CWE-347,6.5,MEDIUM,6.4,v3.0,P-10,false
CVE-2018-0489,2018,CWE-347,6.5,MEDIUM,6.4,v3.0,P-10,false
CVE-2018-7644,2018,CWE-347,7.5,HIGH,5.0,v3.0,P-10,false
CVE-2018-5241,2018,NVD-CWE-noinfo,9.8,CRITICAL,7.5,v3.0,P-10,false
CVE-2018-5387,2018,CWE-287,7.5,HIGH,5.0,v3.1,P-10,false
CVE-2017-11427,2019,CWE-287,7.7,HIGH,7.5,v3.0,P-10,false
CVE-2017-11428,2019,CWE-287,7.7,HIGH,7.5,v3.0,P-10,false
CVE-2017-11429,2019,CWE-287,7.7,HIGH,7.5,v3.0,P-10,false
CVE-2017-11430,2019,CWE-287,7.7,HIGH,7.5,v3.0,P-10,false
CVE-2018-7340,2019,CWE-287,7.5,HIGH,5.0,v3.1,P-10,false
CVE-2018-20135,2019,CWE-295,8.1,HIGH,6.8,v3.0,P-10,false
CVE-2019-3465,2019,CWE-347,8.8,HIGH,6.5,v3.1,P-10,false
CVE-2020-13415,2020,CWE-347,7.5,HIGH,5.0,v3.1,P-10,false
CVE-2020-13101,2020,CWE-347,7.5,HIGH,5.0,v3.1,P-10,false
CVE-2020-15216,2020,CWE-347,5.3,MEDIUM,4.3,v3.1,P-10,false
CVE-2017-0710,2017,NVD-CWE-noinfo,7.8,HIGH,6.8,v3.0,P-14,false
CVE-2014-9300,2014,CWE-352,,,6.8,v2_only,P-14,false
CVE-2014-9302,2014,NVD-CWE-Other,,,5.0,v2_only,P-14,false
CVE-2016-1375,2016,CWE-79,6.1,MEDIUM,4.3,v3.0,P-14,false
CVE-2016-6397,2016,CWE-287,9.8,CRITICAL,10.0,v3.0,P-14,false
CVE-2016-6429,2016,CWE-79,6.1,MEDIUM,4.3,v3.0,P-14,false
CVE-2016-6430,2016,CWE-264,7.8,HIGH,6.6,v3.0,P-14,false
CVE-2016-8467,2017,CWE-264,5.5,MEDIUM,4.9,v3.0,P-14,false
CVE-2020-24051,2020,CWE-306,9.8,CRITICAL,10.0,v3.1,P-14,false
CVE-2017-10064,2017,NVD-CWE-noinfo,6.1,MEDIUM,5.8,v3.0,P-15|P-20,true
CVE-2017-10128,2017,NVD-CWE-noinfo,6.1,MEDIUM,5.8,v3.0,P-15|P-20,true
CVE-2017-10232,2017,NVD-CWE-noinfo,7.6,HIGH,6.5,v3.0,P-15|P-20|P-21,true
CVE-2018-0294,2018,CWE-264,6.7,MEDIUM,7.2,v3.0,P-15,false
CVE-2019-4397,2019,CWE-200,6.5,MEDIUM,4.0,v3.1,P-15,false
CVE-2016-6353,2019,CWE-863,6.5,MEDIUM,3.5,v3.1,P-15,false
CVE-2020-2626,2020,NVD-CWE-noinfo,6.0,MEDIUM,6.5,v3.1,P-15|P-20|P-21|P-22,true
CVE-2020-5399,2020,CWE-319,7.4,HIGH,5.8,v3.1,P-15,false
CVE-2020-5400,2020,CWE-522,6.5,MEDIUM,4.0,v3.1,P-15,false
CVE-2019-5160,2020,NVD-CWE-noinfo,9.1,CRITICAL,6.5,v3.1,P-15,false
CVE-2020-11844,2020,CWE-863,10.0,CRITICAL,7.5,v3.1,P-15|P-20|P-22,true
CVE-2020-1675,2020,CWE-299,8.3,HIGH,4.3,v3.1,P-15,false
CVE-2020-14874,2020,NVD-CWE-noinfo,4.7,MEDIUM,6.5,v3.1,P-15|P-20|P-21|P-22,true
CVE-2021-2138,2021,NVD-CWE-noinfo,4.6,MEDIUM,4.1,v3.1,P-15|P-20,true
CVE-2021-2257,2021,NVD-CWE-noinfo,4.1,MEDIUM,4.0,v3.1,P-15|P-20|P-22,true
CVE-2021-36312,2021,CWE-259,9.1,CRITICAL,8.5,v3.1,P-15,false
CVE-2021-44877,2021,NVD-CWE-Other,7.5,HIGH,5.0,v3.1,P-15|P-16,true
CVE-2019-16919,2019,CWE-276,7.5,HIGH,5.0,v3.1,P-16,false
CVE-2020-26176,2020,CWE-922,4.3,MEDIUM,4.0,v3.1,P-16,false
CVE-2021-22025,2021,CWE-287,7.5,HIGH,5.0,v3.1,P-16,false
CVE-2021-43563,2021,NVD-CWE-Other,8.8,HIGH,6.5,v3.1,P-16,false
CVE-2015-2883,2017,CWE-79,5.4,MEDIUM,3.5,v3.0,P-16,false
CVE-2016-5073,2017,CWE-79,6.1,MEDIUM,4.3,v3.0,P-16,false
CVE-2016-5075,2017,CWE-79,6.1,MEDIUM,4.3,v3.0,P-16,false
CVE-2016-0781,2017,CWE-79,6.1,MEDIUM,4.3,v3.0,P-16,false
CVE-2017-7296,2017,CWE-79,6.1,MEDIUM,4.3,v3.0,P-16,false
CVE-2017-8041,2017,CWE-79,6.1,MEDIUM,4.3,v3.1,P-16,false
CVE-2018-5281,2018,CWE-79,5.4,MEDIUM,3.5,v3.1,P-16,false
CVE-2018-1000534,2018,CWE-79,6.1,MEDIUM,4.3,v3.0,P-16,false
CVE-2017-15125,2018,CWE-79,6.5,MEDIUM,3.5,v3.0,P-16,false
CVE-2019-7693,2019,CWE-79,6.1,MEDIUM,4.3,v3.0,P-16,false
CVE-2019-5286,2019,CWE-79,6.1,MEDIUM,4.3,v3.0,P-16,false
