cve_id,year,cwe,cvss_v3,cvss_v3_severity,cvss_v2,cvss_source,threat_ids,overlap_flag
CVE-2019-10177,2019,CWE-79,6.5,MEDIUM,6.0,v3.1,P-16,false
CVE-2019-10263,2019,CWE-79,6.1,MEDIUM,4.3,v3.0,P-16,false
CVE-2019-11274,2019,CWE-79,6.1,MEDIUM,4.3,v3.1,P-16,false
CVE-2016-9271,2019,CWE-79,5.4,MEDIUM,3.5,v3.1,P-16|P-22,true
CVE-2020-10777,2020,CWE-79,5.4,MEDIUM,3.5,v3.1,P-16,false
CVE-2020-15864,2021,CWE-79,6.1,MEDIUM,4.3,v3.1,P-16,false
CVE-2021-30174,2021,CWE-79,5.4,MEDIUM,3.5,v3.1,P-16,false
CVE-2021-33666,2021,CWE-79,6.1,MEDIUM,4.3,v3.1,P-16,false
CVE-2021-40868,2021,CWE-79,6.1,MEDIUM,4.3,v3.1,P-16,false
CVE-2021-29243,2021,CWE-79,6.1,MEDIUM,4.3,v3.1,P-16,false
CVE-2021-29994,2021,CWE-79,6.1,MEDIUM,4.3,v3.1,P-16,false
CVE-2021-32481,2021,CWE-79,6.1,MEDIUM,4.3,v3.1,P-16,false
CVE-2021-32482,2021,CWE-79,6.1,MEDIUM,4.3,v3.1,P-16,false
CVE-2018-6185,2019,CWE-310,4.9,MEDIUM,5.5,v3.0,P-18,false
CVE-2017-8444,2017,CWE-319,5.9,MEDIUM,4.3,v3.0,P-19|P-22,true
CVE-2014-8730,2014,CWE-310,,,4.3,v2_only,P-20|P-22,true
CVE-2017-8047,2017,CWE-601,6.1,MEDIUM,5.8,v3.0,P-20,false
CVE-2018-1221,2018,CWE-20,8.1,HIGH,5.5,v3.1,P-20|P-21,true
CVE-2018-0342,2018,CWE-119,6.7,MEDIUM,7.2,v3.0,P-20|P-21|P-22,true
CVE-2018-0344,2018,CWE-77,7.2,HIGH,6.5,v3.0,P-20|P-22,true
CVE-2019-9945,2019,NVD-CWE-noinfo,9.8,CRITICAL,10.0,v3.0,P-20,false
CVE-2018-18978,2019,CWE-798,7.4,HIGH,5.8,v3.0,P-20,false
CVE-2018-18979,2019,CWE-798,7.4,HIGH,5.8,v3.0,P-20,false
CVE-2018-20091,2019,CWE-89,9.9,CRITICAL,6.5,v3.0,P-20,false
CVE-2019-8063,2019,NVD-CWE-noinfo,7.5,HIGH,5.0,v3.0,P-20,false
CVE-2019-3747,2019,CWE-79,4.8,MEDIUM,3.5,v3.1,P-20,false
CVE-2012-6639,2019,CWE-269,8.8,HIGH,9.0,v3.1,P-20,false
CVE-2019-5271,2019,NVD-CWE-noinfo,5.4,MEDIUM,4.8,v3.1,P-20,false
CVE-2019-4428,2019,CWE-79,5.4,MEDIUM,3.5,v3.1,P-20,false
CVE-2020-3154,2020,CWE-89,4.9,MEDIUM,4.0,v3.1,P-20|P-22,true
CVE-2020-1861,2020,NVD-CWE-noinfo,4.4,MEDIUM,2.1,v3.1,P-20,false
CVE-2020-8023,2020,CWE-349,7.7,HIGH,7.2,v3.1,P-20,false
CVE-2020-11853,2020,NVD-CWE-noinfo,8.8,HIGH,6.5,v3.1,P-20,false
CVE-2020-36164,2021,NVD-CWE-noinfo,9.3,CRITICAL,7.2,v3.1,P-20,false
CVE-2021-21445,2021,CWE-444,5.4,MEDIUM,3.5,v3.1,P-20,false
CVE-2020-1865,2021,CWE-125,6.5,MEDIUM,3.3,v3.1,P-20,false
CVE-2021-21371,2021,CWE-502,5.0,MEDIUM,4.6,v3.1,P-20,false
CVE-2021-21390,2021,CWE-924,6.5,MEDIUM,4.3,v3.1,P-20,false
CVE-2020-25716,2021,CWE-285,8.1,HIGH,5.5,v3.1,P-20,false
CVE-2021-27002,2021,NVD-CWE-noinfo,7.5,HIGH,5.0,v3.1,P-20,false
CVE-2021-35599,2021,NVD-CWE-noinfo,8.2,HIGH,4.6,v3.1,P-20,false
CVE-2021-38505,2021,CWE-668,6.5,MEDIUM,4.3,v3.1,P-20,false
CVE-2021-43815,2021,CWE-22,4.3,MEDIUM,3.5,v3.1,P-20,false
CVE-2021-43820,2021,CWE-639,7.4,HIGH,4.3,v3.1,P-20,false
CVE-2012-5419,2013,CWE-399,,,7.8,v2_only,P-21,false
CVE-2013-4768,2014,CWE-20,,,5.0,v2_only,P-21,false
CVE-2014-0180,2014,CWE-399,,,5.0,v2_only,P-21|P-22,true
CVE-2013-4769,2014,CWE-19,,,4.3,v2_only,P-21,false
CVE-2015-5058,2015,CWE-399,,,7.8,v2_only,P-21,false
CVE-2015-7394,2015,CWE-264,,,9.0,v2_only,P-21|P-22,true
CVE-2015-5516,2016,CWE-399,7.5,HIGH,7.8,v3.0,P-21|P-22,true
CVE-2016-2084,2016,CWE-200,7.4,HIGH,4.0,v3.0,P-21,false
CVE-2015-8099,2016,CWE-20,5.9,MEDIUM,4.3,v3.0,P-21|P-22,true
CVE-2016-6178,2016,CWE-20,9.8,CRITICAL,7.5,v3.0,P-21,false
CVE-2017-4960,2017,NVD-CWE-noinfo,7.5,HIGH,5.0,v3.0,P-21,false
CVE-2014-0229,2017,CWE-264,6.5,MEDIUM,4.0,v3.0,P-21,false
CVE-2016-5309,2017,CWE-125,5.5,MEDIUM,4.3,v3.1,P-21,false
CVE-2016-5310,2017,CWE-787,5.5,MEDIUM,4.3,v3.1,P-21,false
CVE-2017-6607,2017,CWE-399,8.7,HIGH,5.8,v3.0,P-21,false
CVE-2016-0780,2017,CWE-399,7.5,HIGH,5.0,v3.1,P-21,false
CVE-2016-3091,2017,CWE-19,7.5,HIGH,5.0,v3.0,P-21,false
CVE-2017-12246,2017,CWE-399,8.6,HIGH,7.8,v3.0,P-21,false
CVE-2014-7813,2017,CWE-400,6.5,MEDIUM,4.0,v3.0,P-21|P-22,true
CVE-2017-8031,2017,NVD-CWE-noinfo,5.3,MEDIUM,3.5,v3.1,P-21,false
CVE-2018-6302,2018,NVD-CWE-noinfo,7.5,HIGH,5.0,v3.0,P-21,false
CVE-2018-1000152,2018,CWE-863,6.3,MEDIUM,6.5,v3.0,P-21,false
CVE-2018-1000153,2018,CWE-352,8.8,HIGH,6.8,v3.0,P-21,false
CVE-2016-9592,2018,CWE-460,4.3,MEDIUM,4.0,v3.0,P-21,false
CVE-2018-1269,2018,CWE-755,6.5,MEDIUM,4.0,v3.0,P-21,false
CVE-2018-0296,2018,CWE-20,7.5,HIGH,5.0,v3.1,P-21,false
CVE-2018-0303,2018,CWE-20,8.8,HIGH,8.3,v3.0,P-21,false
CVE-2018-0331,2018,CWE-399,6.5,MEDIUM,6.1,v3.1,P-21,false
CVE-2018-0343,2018,CWE-284,8.8,HIGH,6.5,v3.0,P-21|P-22,true
CVE-2018-11084,2018,NVD-CWE-noinfo,6.8,MEDIUM,5.5,v3.0,P-21,false
CVE-2019-7957,2019,NVD-CWE-noinfo,7.5,HIGH,5.0,v3.0,P-21,false
CVE-2019-15304,2019,CWE-1188,9.1,CRITICAL,6.4,v3.0,P-21,false
CVE-2019-13156,2019,CWE-121,7.5,HIGH,5.0,v3.1,P-21,false
CVE-2020-13100,2020,NVD-CWE-noinfo,7.5,HIGH,5.0,v3.1,P-21,false
CVE-2020-26810,2020,NVD-CWE-noinfo,7.5,HIGH,5.0,v3.1,P-21,false
CVE-2020-3999,2020,CWE-20,6.5,MEDIUM,2.1,v3.1,P-21,false
CVE-2018-7580,2020,CWE-400,7.5,HIGH,5.0,v3.1,P-21,false
CVE-2020-9094,2020,CWE-125,7.5,HIGH,5.0,v3.1,P-21,false
CVE-2021-26992,2021,NVD-CWE-noinfo,7.5,HIGH,5.0,v3.1,P-21,false
CVE-2021-22393,2021,NVD-CWE-noinfo,7.5,HIGH,5.0,v3.1,P-21,false
CVE-2021-21083,2021,CWE-284,7.5,HIGH,5.0,v3.1,P-21,false
CVE-2021-0279,2021,CWE-798,8.6,HIGH,5.5,v3.1,P-21,false
CVE-2021-22328,2021,NVD-CWE-noinfo,7.5,HIGH,5.0,v3.1,P-21,false
CVE-2021-28626,2021,CWE-285,3.7,LOW,5.0,v3.1,P-21,false
CVE-2021-22101,2021,CWE-400,7.5,HIGH,5.0,v3.1,P-21,false
CVE-2021-43017,2021,CWE-379,4.2,MEDIUM,3.5,v3.1,P-21,false
CVE-2021-42979,2021,CWE-190,8.8,HIGH,7.2,v3.1,P-21,false
CVE-2021-42980,2021,CWE-120,8.8,HIGH,7.2,v3.1,P-21,false
CVE-2021-39194,2021,CWE-835,4.3,MEDIUM,4.0,v3.1,P-21,false
CVE-2011-2654,2011,CWE-20,,,9.3,v2_only,P-22,false
CVE-2013-2068,2013,CWE-22,,,9.4,v2_only,P-22,false
CVE-2013-2050,2014,CWE-89,,,7.5,v2_only,P-22,false
CVE-2013-6443,2014,CWE-352,,,6.8,v2_only,P-22,false
CVE-2014-0057,2014,CWE-94,,,7.5,v2_only,P-22,false
CVE-2014-2536,2014,CWE-22,,,4.3,v2_only,P-22,false
CVE-2014-0645,2014,CWE-255,,,4.7,v2_only,P-22,false
CVE-2014-2928,2014,NVD-CWE-Other,,,7.1,v2_only,P-22|P-23,true
CVE-2014-0078,2014,CWE-264,,,4.0,v2_only,P-22,false
CVE-2014-0137,2014,CWE-89,,,6.5,v2_only,P-22,false
CVE-2014-0220,2014,CWE-200,,,4.0,v2_only,P-22,false
CVE-2014-0184,2014,CWE-255,,,4.9,v2_only,P-22,false
CVE-2014-3486,2014,CWE-59,,,6.9,v2_only,P-22,false
CVE-2014-5636,2014,CWE-310,,,5.4,v2_only,P-22,false
CVE-2014-5641,2014,CWE-310,,,5.4,v2_only,P-22,false
CVE-2014-5659,2014,CWE-310,,,5.4,v2_only,P-22,false
CVE-2014-5791,2014,CWE-310,,,5.4,v2_only,P-22,false
CVE-2014-5811,2014,CWE-310,,,5.4,v2_only,P-22,false
CVE-2014-5876,2014,CWE-310,,,5.4,v2_only,P-22,false
CVE-2014-7560,2014,CWE-310,,,5.4,v2_only,P-22,false
CVE-2014-0136,2014,CWE-20,,,5.0,v2_only,P-22,false
CVE-2014-8473,2014,CWE-352,,,6.8,v2_only,P-22,false
CVE-2014-3692,2015,CWE-255,,,10.0,v2_only,P-22,false
CVE-2014-8733,2015,CWE-200,,,2.1,v2_only,P-22,false
CVE-2015-0440,2015,NVD-CWE-noinfo,,,5.0,v2_only,P-22,false
CVE-2015-3628,2015,CWE-264,,,9.0,v2_only,P-22|P-23,true
CVE-2016-0506,2016,NVD-CWE-noinfo,,,4.3,v2_only,P-22,false
CVE-2015-7546,2016,CWE-522,7.5,HIGH,6.0,v3.1,P-22,false
CVE-2015-7502,2016,CWE-200,5.1,MEDIUM,1.9,v3.0,P-22,false
CVE-2016-5021,2016,CWE-200,4.9,MEDIUM,4.0,v3.0,P-22,false
CVE-2016-0883,2016,CWE-287,9.8,CRITICAL,5.0,v3.0,P-22,false
CVE-2016-0926,2016,CWE-79,6.1,MEDIUM,4.3,v3.0,P-22,false
CVE-2016-0930,2016,CWE-362,9.8,CRITICAL,5.0,v3.0,P-22,false
CVE-2016-6636,2016,CWE-601,5.3,MEDIUM,5.0,v3.0,P-22,false
CVE-2016-6637,2016,CWE-352,9.6,CRITICAL,6.8,v3.0,P-22,false
CVE-2016-6651,2016,CWE-264,8.8,HIGH,6.5,v3.0,P-22,false
CVE-2016-9012,2017,CWE-264,8.8,HIGH,6.5,v3.0,P-22,false
CVE-2016-5900,2017,CWE-200,5.9,MEDIUM,4.3,v3.0,P-22,false
CVE-2016-4948,2017,CWE-79,6.1,MEDIUM,4.3,v3.0,P-22,false
CVE-2016-4949,2017,CWE-200,7.5,HIGH,5.0,v3.0,P-22,false
CVE-2015-2263,2017,CWE-264,3.3,LOW,2.1,v3.0,P-22,false
CVE-2017-1143,2017,CWE-200,5.3,MEDIUM,3.5,v3.0,P-22,false
CVE-2016-0761,2017,CWE-19,9.8,CRITICAL,10.0,v3.1,P-22,false
CVE-2014-9619,2017,CWE-434,7.2,HIGH,6.5,v3.0,P-22,false
CVE-2017-3883,2017,CWE-770,8.6,HIGH,5.0,v3.0,P-22,false
CVE-2017-12290,2017,CWE-79,6.1,MEDIUM,4.3,v3.0,P-22,false
CVE-2017-12291,2017,CWE-79,6.1,MEDIUM,4.3,v3.0,P-22,false
CVE-2017-12292,2017,CWE-79,6.1,MEDIUM,4.3,v3.0,P-22,false
CVE-2017-12320,2017,CWE-79,6.1,MEDIUM,4.3,v3.0,P-22,false
CVE-2017-12321,2017,CWE-79,6.1,MEDIUM,4.3,v3.0,P-22,false
CVE-2017-12322,2017,CWE-79,6.1,MEDIUM,4.3,v3.0,P-22,false
CVE-2017-12323,2017,CWE-79,6.1,MEDIUM,4.3,v3.0,P-22,false
CVE-2018-1190,2018,CWE-79,6.1,MEDIUM,4.3,v3.0,P-22,false
CVE-2014-0087,2018,CWE-264,8.8,HIGH,6.5,v3.0,P-22,false
CVE-2018-0348,2018,CWE-77,7.2,HIGH,9.0,v3.1,P-22,false
CVE-2018-0349,2018,CWE-20,9.8,CRITICAL,10.0,v3.1,P-22,false
CVE-2018-0350,2018,CWE-77,8.8,HIGH,9.0,v3.0,P-22,false
CVE-2018-0351,2018,CWE-77,7.8,HIGH,7.2,v3.0,P-22,false
CVE-2018-10905,2018,CWE-284,7.8,HIGH,7.2,v3.0,P-22,false
CVE-2017-7530,2018,CWE-862,8.8,HIGH,6.5,v3.0,P-22,false
CVE-2017-2664,2018,CWE-284,6.5,MEDIUM,4.0,v3.0,P-22,false
CVE-2018-10896,2018,CWE-321,7.1,HIGH,3.6,v3.1,P-22,false
CVE-2018-15476,2018,CWE-295,8.1,HIGH,9.3,v3.0,P-22,false
CVE-2018-6498,2018,CWE-94,8.8,HIGH,7.5,v3.0,P-22,false
CVE-2018-6499,2018,CWE-94,7.1,HIGH,7.5,v3.0,P-22,false
CVE-2018-13411,2018,CWE-732,8.8,HIGH,9.0,v3.0,P-22,false
CVE-2018-13412,2018,CWE-732,7.8,HIGH,7.2,v3.0,P-22,false
CVE-2018-0454,2018,CWE-77,8.8,HIGH,6.5,v3.0,P-22,false
CVE-2018-15400,2018,CWE-79,6.1,MEDIUM,4.3,v3.0,P-22,false
CVE-2018-15759,2018,CWE-307,9.1,CRITICAL,5.0,v3.0,P-22,false
CVE-2018-1843,2018,CWE-200,4.1,MEDIUM,1.9,v3.0,P-22,false
CVE-2018-16477,2018,CWE-200,6.5,MEDIUM,4.3,v3.0,P-22,false
CVE-2019-3777,2019,CWE-295,8.0,HIGH,5.0,v3.0,P-22,false
CVE-2019-12274,2019,CWE-668,8.8,HIGH,4.0,v3.0,P-22,false
CVE-2018-15913,2019,CWE-79,6.1,MEDIUM,4.3,v3.1,P-22,false
CVE-2017-9326,2019,CWE-255,7.5,HIGH,3.5,v3.0,P-22,false
CVE-2017-8228,2019,CWE-264,8.8,HIGH,6.8,v3.0,P-22,false
CVE-2019-5280,2019,CWE-295,6.5,MEDIUM,5.8,v3.0,P-22,false
CVE-2019-13496,2019,CWE-354,8.1,HIGH,4.3,v3.1,P-22,false
CVE-2015-6495,2019,CWE-200,7.5,HIGH,5.0,v3.1,P-22,false
CVE-2015-4457,2019,CWE-79,5.4,MEDIUM,3.5,v3.1,P-22,false
CVE-2019-4521,2019,CWE-1236,9.8,CRITICAL,10.0,v3.1,P-22,false
CVE-2015-2802,2020,CWE-200,7.5,HIGH,5.0,v3.1,P-22,false
CVE-2019-4616,2020,CWE-311,3.5,LOW,2.9,v3.1,P-22,false
CVE-2019-13163,2020,CWE-326,5.9,MEDIUM,4.3,v3.1,P-22,false
CVE-2020-3155,2020,CWE-295,7.4,HIGH,5.8,v3.1,P-22,false
CVE-2020-9435,2020,CWE-798,7.5,HIGH,5.0,v3.1,P-22,false
CVE-2020-1978,2020,CWE-255,5.8,MEDIUM,1.9,v3.1,P-22,false
CVE-2019-4751,2020,CWE-200,5.3,MEDIUM,5.0,v3.1,P-22,false
CVE-2019-14894,2020,CWE-20,8.0,HIGH,9.0,v3.1,P-22,false
CVE-2020-9102,2020,NVD-CWE-noinfo,3.3,LOW,2.1,v3.1,P-22,false
CVE-2020-11933,2020,CWE-264,7.3,HIGH,4.6,v3.1,P-22,false
CVE-2020-15588,2020,CWE-190,9.8,CRITICAL,7.5,v3.1,P-22,false
CVE-2020-13175,2020,CWE-98,7.5,HIGH,5.0,v3.1,P-22,false
CVE-2020-13176,2020,CWE-79,6.1,MEDIUM,4.3,v3.1,P-22,false
CVE-2020-5417,2020,CWE-732,8.8,HIGH,6.5,v3.1,P-22,false
CVE-2020-24786,2020,CWE-287,9.8,CRITICAL,10.0,v3.1,P-22,false
CVE-2020-24333,2020,NVD-CWE-noinfo,6.5,MEDIUM,4.0,v3.1,P-22,false
CVE-2020-8349,2020,CWE-20,9.8,CRITICAL,6.8,v3.1,P-22|P-23,true
CVE-2020-6272,2020,CWE-79,5.4,MEDIUM,3.5,v3.1,P-22,false
CVE-2020-15157,2020,CWE-522,6.1,MEDIUM,2.6,v3.1,P-22,false
CVE-2020-8563,2020,CWE-532,4.7,MEDIUM,2.1,v3.1,P-22,false
CVE-2020-9120,2020,NVD-CWE-Other,7.5,HIGH,5.0,v3.1,P-22,false
CVE-2020-4918,2021,CWE-639,4.4,MEDIUM,2.1,v3.1,P-22,false
CVE-2021-22159,2021,CWE-306,7.8,HIGH,7.2,v3.1,P-22|P-24,true
CVE-2020-4816,2021,CWE-862,5.9,MEDIUM,4.3,v3.1,P-22,false
CVE-2021-25123,2021,CWE-120,7.8,HIGH,4.6,v3.1,P-22,false
CVE-2021-25124,2021,CWE-22,7.8,HIGH,7.2,v3.1,P-22,false
CVE-2021-25125,2021,CWE-22,7.8,HIGH,7.2,v3.1,P-22,false
CVE-2021-25126,2021,CWE-120,7.8,HIGH,7.2,v3.1,P-22,false
CVE-2021-25127,2021,CWE-120,7.8,HIGH,7.2,v3.1,P-22,false
CVE-2021-25128,2021,CWE-22,7.8,HIGH,7.2,v3.1,P-22,false
CVE-2021-25129,2021,CWE-22,7.8,HIGH,7.2,v3.1,P-22,false
CVE-2021-25130,2021,CWE-120,7.8,HIGH,7.2,v3.1,P-22,false
CVE-2021-25131,2021,CWE-120,7.8,HIGH,7.2,v3.1,P-22,false
CVE-2021-25132,2021,CWE-120,7.8,HIGH,7.2,v3.1,P-22,false
CVE-2021-25133,2021,CWE-120,7.8,HIGH,7.2,v3.1,P-22,false
CVE-2021-25134,2021,CWE-120,7.8,HIGH,7.2,v3.1,P-22,false
CVE-2021-25135,2021,CWE-120,7.8,HIGH,7.2,v3.1,P-22,false
CVE-2021-25136,2021,CWE-120,7.8,HIGH,7.2,v3.1,P-22,false
CVE-2021-25137,2021,CWE-120,7.8,HIGH,7.2,v3.1,P-22,false
CVE-2021-25138,2021,CWE-120,7.8,HIGH,7.2,v3.1,P-22,false
CVE-2021-22853,2021,CWE-284,5.4,MEDIUM,5.5,v3.1,P-22,false
CVE-2020-4719,2021,CWE-706,4.9,MEDIUM,4.0,v3.1,P-22,false
CVE-2021-20341,2021,NVD-CWE-noinfo,5.3,MEDIUM,5.0,v3.1,P-22,false
CVE-2021-27899,2021,CWE-295,7.4,HIGH,5.8,v3.1,P-22|P-24,true
CVE-2021-20989,2021,CWE-295,5.9,MEDIUM,4.3,v3.1,P-22,false
CVE-2021-2256,2021,NVD-CWE-noinfo,10.0,CRITICAL,7.5,v3.1,P-22,false
CVE-2021-2317,2021,NVD-CWE-noinfo,10.0,CRITICAL,7.5,v3.1,P-22,false
CVE-2021-2318,2021,NVD-CWE-noinfo,9.1,CRITICAL,6.5,v3.1,P-22,false
CVE-2021-2319,2021,NVD-CWE-noinfo,9.1,CRITICAL,6.5,v3.1,P-22,false
CVE-2021-2320,2021,NVD-CWE-noinfo,9.1,CRITICAL,6.5,v3.1,P-22,false
CVE-2021-25317,2021,CWE-276,3.3,LOW,2.1,v3.1,P-22,false
CVE-2021-20564,2021,CWE-319,5.9,MEDIUM,4.3,v3.1,P-22,false
CVE-2021-21986,2021,CWE-306,9.8,CRITICAL,10.0,v3.1,P-22,false
CVE-2021-25321,2021,CWE-61,7.8,HIGH,7.2,v3.1,P-22,false
CVE-2021-26999,2021,CWE-532,4.3,MEDIUM,4.0,v3.1,P-22,false
CVE-2021-28625,2021,CWE-79,6.3,MEDIUM,4.3,v3.1,P-22,false
CVE-2021-28627,2021,CWE-918,5.4,MEDIUM,6.5,v3.1,P-22,false
CVE-2021-28628,2021,CWE-79,6.3,MEDIUM,4.3,v3.1,P-22,false
CVE-2021-39159,2021,CWE-94,9.6,CRITICAL,7.5,v3.1,P-22,false
CVE-2021-1578,2021,CWE-636,8.8,HIGH,9.0,v3.1,P-22,false
CVE-2021-36695,2021,CWE-79,5.4,MEDIUM,3.5,v3.1,P-22,false
CVE-2021-40499,2021,CWE-94,9.8,CRITICAL,7.5,v3.1,P-22,false
CVE-2021-42701,2021,CWE-471,5.0,MEDIUM,2.6,v3.1,P-22,false
CVE-2021-32483,2021,NVD-CWE-Other,5.3,MEDIUM,5.0,v3.1,P-22,false
CVE-2021-23155,2021,CWE-296,9.0,CRITICAL,4.3,v3.1,P-22,false
CVE-2021-23162,2021,CWE-296,7.7,HIGH,6.8,v3.1,P-22,false
CVE-2015-4637,2015,CWE-17,,,4.3,v2_only,P-23,false
CVE-2020-8267,2020,CWE-287,5.3,MEDIUM,5.0,v3.1,P-23,false
CVE-2018-15480,2018,NVD-CWE-noinfo,8.8,HIGH,6.5,v3.0,P-23,false
CVE-2018-0271,2018,CWE-287,9.8,CRITICAL,7.5,v3.0,P-23,false
CVE-2018-1943,2019,CWE-74,5.4,MEDIUM,3.5,v3.0,P-25,false
CVE-2012-0733,2012,CWE-264,,,6.0,v2_only,P-25,false
CVE-2016-5124,2016,CWE-79,6.1,MEDIUM,4.3,v3.0,P-25,false
CVE-2018-7484,2018,CWE-426,7.8,HIGH,9.3,v3.0,P-25,false
CVE-2017-2802,2018,CWE-426,7.8,HIGH,6.8,v3.0,P-25,false
CVE-2018-16958,2018,CWE-732,5.4,MEDIUM,5.8,v3.0,P-25,false
CVE-2019-10008,2019,CWE-384,8.8,HIGH,6.5,v3.0,P-25,false
CVE-2019-9486,2019,CWE-367,8.8,HIGH,9.0,v3.0,P-25,false
CVE-2019-14969,2019,CWE-732,7.8,HIGH,6.9,v3.0,P-25,false
CVE-2019-14684,2019,CWE-427,7.8,HIGH,9.3,v3.0,P-25,false
CVE-2019-14687,2019,CWE-427,7.8,HIGH,6.8,v3.0,P-25,false
CVE-2019-4186,2019,CWE-79,6.1,MEDIUM,4.3,v3.1,P-25,false
CVE-2019-15628,2019,CWE-426,7.8,HIGH,6.9,v3.1,P-25,false
CVE-2019-18670,2019,CWE-427,7.8,HIGH,6.9,v3.1,P-25,false
CVE-2020-9055,2020,CWE-79,3.9,LOW,3.5,v3.1,P-25,false
CVE-2020-15909,2020,CWE-384,8.8,HIGH,6.8,v3.1,P-25,false
CVE-2021-25330,2021,NVD-CWE-noinfo,7.5,HIGH,5.0,v3.1,P-25,false
CVE-2021-25341,2021,CWE-287,4.0,MEDIUM,2.1,v3.1,P-25,false
CVE-2021-25342,2021,CWE-287,4.0,MEDIUM,2.1,v3.1,P-25,false
CVE-2021-25343,2021,CWE-287,4.0,MEDIUM,2.1,v3.1,P-25,false
CVE-2021-1403,2021,CWE-345,7.4,HIGH,7.1,v3.1,P-25,false
CVE-2021-25373,2021,CWE-285,5.5,MEDIUM,4.6,v3.1,P-25,false
CVE-2020-29157,2021,CWE-427,7.8,HIGH,6.9,v3.1,P-25,false
CVE-2021-38469,2021,CWE-427,9.1,CRITICAL,4.3,v3.1,P-25,false
CVE-2021-44199,2021,CWE-427,5.5,MEDIUM,1.9,v3.1,P-25,false
